companyname,companyid,transcriptid,call_date,headline,turn_index,transcriptcomponentid,transcriptcomponenttypeid,component_type,speaker_name,speaker_type,turn_text
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",33,116694437,4,Answer,Lynn Good,Executives,"We haven't quantified something specifically, Anthony. And I want you to know that there's a ton of work going on, but we're only about 2 weeks past Hurricane Milton. So we're working. And when we talk about our range and the expectation we've set for the full year, that implies that we are going to keep going. And we actually believe that the quantification of the mitigation could put us in a position where O&M is lower than '23. But I don't want to get any more specific than that given where we are in the process."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",34,116694439,3,Question,Ian Kelly,Analysts,This is actually Ian Kelly on for Jeremy. Just wanted to dive into the 2 gigawatts of incremental data center growth a bit further. Was this comprised of several large single or multiple customers? And then could you confirm whether Microsoft's land acquisition in North Carolina is embedded in this forecast or maybe incremental here?
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",35,116694440,4,Answer,Brian Savoy,Executives,"Ian, it's a good question. The 2 gigawatts right now, this work is confidential. So we're not going to share the customer information. But I will say, when we sign letter agreements, what that means is the customer has a site identified and land secured, either through options or purchased. And what happens next is that we will negotiate with that customer over the next 8 to 10, 12 months on the energy service agreement. And that codifies what the contract will be between us serving that customer and what that customer will pay for its energy. \"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",36,116694441,3,Question,Ian Kelly,Analysts,"Got it. That's helpful. And then maybe just any thoughts on how election results could impact your resource mix and generation portfolio, maybe specifically regarding coal plant retirements or renewables additions? And then could you talk about any industries that could be impacted in your territory by maybe manufacturing reshoring? And do you have any incremental load growth in your forecast from this?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",37,116694442,4,Answer,Lynn Good,Executives,"I'll take that one, Ian. We're digesting election results and looking at both federal and state. I think congratulating -- I want to extend congratulations to President Trump on his work and really look forward to working with his administration on our task of delivering affordable, reliable power. I think the U.S. economy will be focused on a priority of his, and our industry plays an incredibly important role.\"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",38,116694443,3,Question,Ian Kelly,Analysts,Appreciate the color there. And then just maybe 1 more if I could add it in. Could you just quantify roughly per year how much in transferability you're seeing?
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",39,116694444,4,Answer,Brian Savoy,Executives,"On the energy tax credits, Ian?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",40,116694445,3,Question,Ian Kelly,Analysts,"Yes, correct."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",41,116694446,4,Answer,Brian Savoy,Executives,"Yes. We signaled 40 to 60 basis points of FFO-to-debt improvement from these tax credit sales in 2024, and that equates to about $300 million to $500 million of monetized tax credits in a year. And so you could think about it in that kind of range for the next several years."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",42,116694448,3,Question,John Miller,Analysts,"This is actually John Miller on for Carly. Maybe to start on the Indiana IRP, could you maybe talk about what's new in that updated filing? And then kind of what the total opportunity there looks like now?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",43,116694449,4,Answer,Harry Sideris,Executives,"Yes. I'll take that one, John. We filed our IRP last week in Indiana. We've been working with stakeholders for many months on that plan. It really is transitioning our Cayuga plant to gas, adding storage and solar, really diversifying the fuel supply we have in Indiana, and also working through our Gibson facility and what we're going to do there in the future. \"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",44,116694450,3,Question,John Miller,Analysts,"Got it. That's helpful. And then maybe on the Carolinas IRP with North Carolina order deferring some natural gas to next year, for the next resource plan, I guess. One, when in 2025 do you expect to file the resource plan? And then how should we think about the size of it? Will it be a smaller filing? Or could it be similar in size to the outstanding resource plan?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",45,116694451,4,Answer,Harry Sideris,Executives,"So we're very pleased that we got the IRPs approved earlier last week and this week, both in North Carolina and South Carolina. Very constructive orders. It really allows us to move forward with our near-term actions that we have in both states. We will be filing updates to those plans next year, but don't anticipate a tremendous difference in what we're planning. \"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",46,116694453,4,Answer,Lynn Good,Executives,"Great. Well, thank you all. And we'll see you in a couple of days. Looking forward to the EEI Financial conference. I want to thank you for your questions and for your investment in Duke Energy. Talk soon. Thank you."
"Duolingo, Inc.",210235568,3300854,2024-11-06,"Duolingo, Inc., Q3 2024 Earnings Call, Nov 06, 2024",1,116303740,4,Answer,Deborah Belevan,Executives,All right. Sounds good. [Operator Instructions] So your first question comes from Justin Patterson at KeyBanc.
"Duolingo, Inc.",210235568,3300854,2024-11-06,"Duolingo, Inc., Q3 2024 Earnings Call, Nov 06, 2024",2,116303741,3,Question,Justin Patterson,Analysts,"And Luis, since you subbed in with Lily, I will sub in with baby Luca here, who's just out for his walk and nap right now. Nothing puts him to sleep faster than earnings calls. But if I project from your current trends and think about how next year or even 2026 goes, you're probably crossing 10 million subs within about an 8- to 9-year period since you started monetizing. So as you think ahead, what does it really take for you to add the next 10 million, reach 20 million subs? Is that just expanding price tiers? Is that more marketing, new apps monetizing? Would love to hear about how you're thinking about that philosophically."
"Duolingo, Inc.",210235568,3300854,2024-11-06,"Duolingo, Inc., Q3 2024 Earnings Call, Nov 06, 2024",3,116303742,4,Answer,Luis von Ahn Arellano,Executives,"Yes, it's a great question. I mean, generally, we're going to continue doing what we've been doing because it's working really well. And in terms of monetization, there's a few things that we're doing. First, we're growing the number of users, just this is paying and nonpaying users. As we grow that, we grow number of subs because a certain fraction of them subscribe. We're going to be doing everything that we do for that, that is making the product more engaging, also doing our social marketing. So that should increase number of users.\"
"Duolingo, Inc.",210235568,3300854,2024-11-06,"Duolingo, Inc., Q3 2024 Earnings Call, Nov 06, 2024",4,116303743,4,Answer,Deborah Belevan,Executives,"All right. Justin, thank you. And we're going to go to the next question, which is Ryan from Needham & Co."
"Duolingo, Inc.",210235568,3300854,2024-11-06,"Duolingo, Inc., Q3 2024 Earnings Call, Nov 06, 2024",5,116303744,3,Question,Ryan MacDonald,Analysts,"Congrats on a great quarter. Maybe just on the -- in the shareholder letter, Luis, you talked about sort of 2 million DAUs now that are learning sort of using the platform for intermediate English learning or higher. Obviously, you talked about sort of this initiative of driving more English learners to the platform. I think it was about 6 months ago now.\"
"Duolingo, Inc.",210235568,3300854,2024-11-06,"Duolingo, Inc., Q3 2024 Earnings Call, Nov 06, 2024",6,116303745,4,Answer,Luis von Ahn Arellano,Executives,"Yes. Thank you for that question, Ryan. So as we have been saying, English learners are a pretty major opportunity for us. The reason for that is because if you look at the broader language learning market outside of Duolingo, the majority of the spend, about 80% of it is from people who are learning English. But if you look at Duolingo, the amount of revenue that we make from people who are learning English is significantly less than 50% so there's a major opportunity there.\"
"Duolingo, Inc.",210235568,3300854,2024-11-06,"Duolingo, Inc., Q3 2024 Earnings Call, Nov 06, 2024",7,116303746,3,Question,Ryan MacDonald,Analysts,"Maybe as a follow-up, it seems like as you continue to roll out new functionality, that you're maybe starting or expanding to the Android user base maybe a little bit more quickly than you have in the past. Just curious how the uptake on Android users has been for the new functionality. And if you're seeing any differences in terms of how those users are converting relative to maybe in the past couple of years."
